timestamp,protocol,src_ip,dst_ip,src_port,dst_port,seq,ack,sub_protocol,http_data,http_method,http_path,http_version,http_host,http_connection,smtp_data,smtp_mail_from,smtp_rcpt_to,dns_query,dns_query_type
2024-11-18 17:29:12,UDP,192.168.43.32,172.217.175.4,56588,443,,,,,,,,,,,,,,
2024-11-18 17:29:12,UDP,192.168.43.32,172.217.175.4,56588,443,,,,,,,,,,,,,,
2024-11-18 17:29:12,UDP,172.217.175.4,192.168.43.32,443,56588,,,,,,,,,,,,,,
2024-11-18 17:29:12,UDP,172.217.175.4,192.168.43.32,443,56588,,,,,,,,,,,,,,
2024-11-18 17:29:12,UDP,192.168.43.32,172.217.175.4,56588,443,,,,,,,,,,,,,,
2024-11-18 17:29:12,UDP,172.217.175.4,192.168.43.32,443,56588,,,,,,,,,,,,,,
2024-11-18 17:29:12,UDP,172.217.175.4,192.168.43.32,443,56588,,,,,,,,,,,,,,
2024-11-18 17:29:12,UDP,172.217.175.4,192.168.43.32,443,56588,,,,,,,,,,,,,,
2024-11-18 17:29:12,UDP,172.217.175.4,192.168.43.32,443,56588,,,,,,,,,,,,,,
2024-11-18 17:29:12,UDP,192.168.43.32,172.217.175.4,56588,443,,,,,,,,,,,,,,
2024-11-18 17:29:12,UDP,192.168.43.32,104.103.68.160,54097,443,,,,,,,,,,,,,,
2024-11-18 17:29:12,UDP,172.217.175.4,192.168.43.32,443,56588,,,,,,,,,,,,,,
2024-11-18 17:29:12,UDP,172.217.175.4,192.168.43.32,443,56588,,,,,,,,,,,,,,
2024-11-18 17:29:12,UDP,192.168.43.32,172.217.175.4,56588,443,,,,,,,,,,,,,,
2024-11-18 17:29:12,UDP,172.217.175.4,192.168.43.32,443,56588,,,,,,,,,,,,,,
2024-11-18 17:29:12,UDP,172.217.175.4,192.168.43.32,443,56588,,,,,,,,,,,,,,
2024-11-18 17:29:12,UDP,192.168.43.32,172.217.175.4,56588,443,,,,,,,,,,,,,,
2024-11-18 17:29:12,UDP,172.217.175.4,192.168.43.32,443,56588,,,,,,,,,,,,,,
2024-11-18 17:29:12,UDP,172.217.175.4,192.168.43.32,443,56588,,,,,,,,,,,,,,
2024-11-18 17:29:12,UDP,172.217.175.4,192.168.43.32,443,56588,,,,,,,,,,,,,,
2024-11-18 17:29:12,UDP,192.168.43.32,172.217.175.4,56588,443,,,,,,,,,,,,,,
2024-11-18 17:29:13,UDP,172.217.175.4,192.168.43.32,443,56588,,,,,,,,,,,,,,
2024-11-18 17:29:13,UDP,172.217.175.4,192.168.43.32,443,56588,,,,,,,,,,,,,,
2024-11-18 17:29:13,UDP,172.217.175.4,192.168.43.32,443,56588,,,,,,,,,,,,,,
2024-11-18 17:29:13,UDP,172.217.175.4,192.168.43.32,443,56588,,,,,,,,,,,,,,
2024-11-18 17:29:13,UDP,172.217.175.4,192.168.43.32,443,56588,,,,,,,,,,,,,,
